col_lon_x;foglio;lat_y_dec;lon_x;lon_x__lat_y;lon_x_dec;lon_y;row_lat_y;tipo;x_6707_gsb;y_6707_gsb
4;557;39.25;9:20:0;9:20:0_39:15:0;9.333333333333334;39:15:0;1;ctr10;528678.007;4344461.843
0;557;39.3;9:0:0;9:0:0_39:18:0;9.0;39:18:0;2;ctr10;499915.09;4349958.208
1;557;39.3;9:5:0;9:5:0_39:18:0;9.083333333333334;39:18:0;2;ctr10;507100.579;4349961.327
2;557;39.3;9:10:0;9:10:0_39:18:0;9.166666666666666;39:18:0;2;ctr10;514286.279;4349971.132
3;557;39.3;9:15:0;9:15:0_39:18:0;9.25;39:18:0;2;ctr10;521471.962;4349987.577
4;557;39.3;9:20:0;9:20:0_39:18:0;9.333333333333334;39:18:0;2;ctr10;528657.615;4350010.659
0;557;39.35;9:0:0;9:0:0_39:21:0;9.0;39:21:0;3;ctr10;499915.271;4355507.042
1;557;39.35;9:5:0;9:5:0_39:21:0;9.083333333333334;39:21:0;3;ctr10;507095.654;4355510.189
2;557;39.35;9:10:0;9:10:0_39:21:0;9.166666666666666;39:21:0;3;ctr10;514276.191;4355519.993
3;557;39.35;9:15:0;9:15:0_39:21:0;9.25;39:21:0;3;ctr10;521456.713;4355536.436
4;557;39.35;9:20:0;9:20:0_39:21:0;9.333333333333334;39:21:0;3;ctr10;528637.21;4355559.52
0;557;39.4;9:0:0;9:0:0_39:24:0;9.0;39:24:0;4;ctr10;499915.463;4361055.925
1;557;39.4;9:5:0;9:5:0_39:24:0;9.083333333333334;39:24:0;4;ctr10;507090.736;4361059.1
2;557;39.4;9:10:0;9:10:0_39:24:0;9.166666666666666;39:24:0;4;ctr10;514266.106;4361068.902
3;557;39.4;9:15:0;9:15:0_39:24:0;9.25;39:24:0;4;ctr10;521441.462;4361085.341
4;557;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;4;ctr10;528616.798;4361108.421
0;558;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;0;ctr10;528698.335;4338913.04
1;558;39.2;9:25:0;9:25:0_39:12:0;9.416666666666666;39:12:0;0;ctr10;535893.985;4338942.741
2;558;39.2;9:30:0;9:30:0_39:12:0;9.5;39:12:0;0;ctr10;543089.654;4338979.032
3;558;39.2;9:35:0;9:35:0_39:12:0;9.583333333333334;39:12:0;0;ctr10;550285.371;4339021.908
4;558;39.2;9:40:0;9:40:0_39:12:0;9.666666666666666;39:12:0;0;ctr10;557481.44;4339071.265
0;558;39.25;9:20:0;9:20:0_39:15:0;9.333333333333334;39:15:0;1;ctr10;528678.007;4344461.843
1;558;39.25;9:25:0;9:25:0_39:15:0;9.416666666666666;39:15:0;1;ctr10;535868.497;4344491.577
2;558;39.25;9:30:0;9:30:0_39:15:0;9.5;39:15:0;1;ctr10;543059.005;4344527.905
3;558;39.25;9:35:0;9:35:0_39:15:0;9.583333333333334;39:15:0;1;ctr10;550249.564;4344570.821
4;558;39.25;9:40:0;9:40:0_39:15:0;9.666666666666666;39:15:0;1;ctr10;557440.54;4344620.196
0;558;39.3;9:20:0;9:20:0_39:18:0;9.333333333333334;39:18:0;2;ctr10;528657.615;4350010.659
1;558;39.3;9:25:0;9:25:0_39:18:0;9.416666666666666;39:18:0;2;ctr10;535843.003;4350040.417
2;558;39.3;9:30:0;9:30:0_39:18:0;9.5;39:18:0;2;ctr10;543028.421;4350076.776
3;558;39.3;9:35:0;9:35:0_39:18:0;9.583333333333334;39:18:0;2;ctr10;550213.893;4350119.728
4;558;39.3;9:40:0;9:40:0_39:18:0;9.666666666666666;39:18:0;2;ctr10;557399.711;4350169.117
0;558;39.35;9:20:0;9:20:0_39:21:0;9.333333333333334;39:21:0;3;ctr10;528637.21;4355559.52
1;558;39.35;9:25:0;9:25:0_39:21:0;9.416666666666666;39:21:0;3;ctr10;535817.49;4355589.292
2;558;39.35;9:30:0;9:30:0_39:21:0;9.5;39:21:0;3;ctr10;542997.808;4355625.67
3;558;39.35;9:35:0;9:35:0_39:21:0;9.583333333333334;39:21:0;3;ctr10;550178.183;4355668.644
4;558;39.35;9:40:0;9:40:0_39:21:0;9.666666666666666;39:21:0;3;ctr10;557358.848;4355718.059
0;558;39.4;9:20:0;9:20:0_39:24:0;9.333333333333334;39:24:0;4;ctr10;528616.798;4361108.421
1;558;39.4;9:25:0;9:25:0_39:24:0;9.416666666666666;39:24:0;4;ctr10;535791.963;4361138.189
2;558;39.4;9:30:0;9:30:0_39:24:0;9.5;39:24:0;4;ctr10;542967.171;4361174.562
3;558;39.4;9:35:0;9:35:0_39:24:0;9.583333333333334;39:24:0;4;ctr10;550142.436;4361217.534
4;558;39.4;9:40:0;9:40:0_39:24:0;9.666666666666666;39:24:0;4;ctr10;557317.962;4361266.995
0;563;39.0;8:0:0;8:0:0_39:0:0;8.0;39:0:0;0;ctr10;413320.56;4317142.505
1;563;39.0;8:5:0;8:5:0_39:0:0;8.083333333333334;39:0:0;0;ctr10;420536.8;4317066.688
2;563;39.0;8:10:0;8:10:0_39:0:0;8.166666666666666;39:0:0;0;ctr10;427753.069;4316997.424
3;563;39.0;8:15:0;8:15:0_39:0:0;8.25;39:0:0;0;ctr10;434969.326;4316934.728
4;563;39.0;8:20:0;8:20:0_39:0:0;8.333333333333334;39:0:0;0;ctr10;442185.565;4316878.603
0;563;39.05;8:0:0;8:0:0_39:3:0;8.0;39:3:0;1;ctr10;413381.613;4322691.337
1;563;39.05;8:5:0;8:5:0_39:3:0;8.083333333333334;39:3:0;1;ctr10;420592.779;4322615.482
2;563;39.05;8:10:0;8:10:0_39:3:0;8.166666666666666;39:3:0;1;ctr10;427803.976;4322546.181
3;563;39.05;8:15:0;8:15:0_39:3:0;8.25;39:3:0;1;ctr10;435015.161;4322483.449
4;563;39.05;8:20:0;8:20:0_39:3:0;8.333333333333334;39:3:0;1;ctr10;442226.325;4322427.292
0;563;39.1;8:0:0;8:0:0_39:6:0;8.0;39:6:0;2;ctr10;413442.738;4328240.207
1;563;39.1;8:5:0;8:5:0_39:6:0;8.083333333333334;39:6:0;2;ctr10;420648.823;4328164.315
2;563;39.1;8:10:0;8:10:0_39:6:0;8.166666666666666;39:6:0;2;ctr10;427854.943;4328094.976
3;563;39.1;8:15:0;8:15:0_39:6:0;8.25;39:6:0;2;ctr10;435061.05;4328032.208
4;563;39.1;8:20:0;8:20:0_39:6:0;8.333333333333334;39:6:0;2;ctr10;442267.135;4327976.019
0;563;39.15;8:0:0;8:0:0_39:9:0;8.0;39:9:0;3;ctr10;413503.94;4333789.107
1;563;39.15;8:5:0;8:5:0_39:9:0;8.083333333333334;39:9:0;3;ctr10;420704.937;4333713.177
2;563;39.15;8:10:0;8:10:0_39:9:0;8.166666666666666;39:9:0;3;ctr10;427905.971;4333643.801
3;563;39.15;8:15:0;8:15:0_39:9:0;8.25;39:9:0;3;ctr10;435106.997;4333580.998
4;563;39.15;8:20:0;8:20:0_39:9:0;8.333333333333334;39:9:0;3;ctr10;442308.002;4333524.776
0;563;39.2;8:0:0;8:0:0_39:12:0;8.0;39:12:0;4;ctr10;413565.215;4339338.04
1;563;39.2;8:5:0;8:5:0_39:12:0;8.083333333333334;39:12:0;4;ctr10;420761.114;4339262.072
2;563;39.2;8:10:0;8:10:0_39:12:0;8.166666666666666;39:12:0;4;ctr10;427957.05;4339192.66
3;563;39.2;8:15:0;8:15:0_39:12:0;8.25;39:12:0;4;ctr10;435152.977;4339129.825
4;563;39.2;8:20:0;8:20:0_39:12:0;8.333333333333334;39:12:0;4;ctr10;442348.884;4339073.573
0;564;39.0;8:20:0;8:20:0_39:0:0;8.333333333333334;39:0:0;0;ctr10;442185.565;4316878.603
1;564;39.0;8:25:0;8:25:0_39:0:0;8.416666666666666;39:0:0;0;ctr10;449401.726;4316829.015
2;564;39.0;8:30:0;8:30:0_39:0:0;8.5;39:0:0;0;ctr10;456617.862;4316785.972
3;564;39.0;8:35:0;8:35:0_39:0:0;8.583333333333334;39:0:0;0;ctr10;463833.985;4316749.484
4;564;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;0;ctr10;471050.206;4316719.561
0;564;39.05;8:20:0;8:20:0_39:3:0;8.333333333333334;39:3:0;1;ctr10;442226.325;4322427.292
1;564;39.05;8:25:0;8:25:0_39:3:0;8.416666666666666;39:3:0;1;ctr10;449437.382;4322377.682
2;564;39.05;8:30:0;8:30:0_39:3:0;8.5;39:3:0;1;ctr10;456648.413;4322334.63
3;564;39.05;8:35:0;8:35:0_39:3:0;8.583333333333334;39:3:0;1;ctr10;463859.433;4322298.143
4;564;39.05;8:40:0;8:40:0_39:3:0;8.666666666666666;39:3:0;1;ctr10;471070.583;4322268.227
0;564;39.1;8:20:0;8:20:0_39:6:0;8.333333333333334;39:6:0;2;ctr10;442267.135;4327976.019
1;564;39.1;8:25:0;8:25:0_39:6:0;8.416666666666666;39:6:0;2;ctr10;449473.088;4327926.389
2;564;39.1;8:30:0;8:30:0_39:6:0;8.5;39:6:0;2;ctr10;456679.017;4327883.328
3;564;39.1;8:35:0;8:35:0_39:6:0;8.583333333333334;39:6:0;2;ctr10;463884.936;4327846.842
4;564;39.1;8:40:0;8:40:0_39:6:0;8.666666666666666;39:6:0;2;ctr10;471091.0;4327816.927
0;564;39.15;8:20:0;8:20:0_39:9:0;8.333333333333334;39:9:0;3;ctr10;442308.002;4333524.776
1;564;39.15;8:25:0;8:25:0_39:9:0;8.416666666666666;39:9:0;3;ctr10;449508.854;4333475.128
2;564;39.15;8:30:0;8:30:0_39:9:0;8.5;39:9:0;3;ctr10;456709.69;4333432.058
3;564;39.15;8:35:0;8:35:0_39:9:0;8.583333333333334;39:9:0;3;ctr10;463910.522;4333395.571
4;564;39.15;8:40:0;8:40:0_39:9:0;8.666666666666666;39:9:0;3;ctr10;471111.475;4333365.645
0;564;39.2;8:20:0;8:20:0_39:12:0;8.333333333333334;39:12:0;4;ctr10;442348.884;4339073.573
1;564;39.2;8:25:0;8:25:0_39:12:0;8.416666666666666;39:12:0;4;ctr10;449544.65;4339023.9
2;564;39.2;8:30:0;8:30:0_39:12:0;8.5;39:12:0;4;ctr10;456740.401;4338980.815
3;564;39.2;8:35:0;8:35:0_39:12:0;8.583333333333334;39:12:0;4;ctr10;463936.149;4338944.32
4;564;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;4;ctr10;471131.991;4338914.38
0;565;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;0;ctr10;471050.206;4316719.561
1;565;39.0;8:45:0;8:45:0_39:0:0;8.75;39:0:0;0;ctr10;478266.407;4316696.238
2;565;39.0;8:50:0;8:50:0_39:0:0;8.833333333333334;39:0:0;0;ctr10;485482.586;4316679.518
3;565;39.0;8:55:0;8:55:0_39:0:0;8.916666666666666;39:0:0;0;ctr10;492698.656;4316669.418
4;565;39.0;9:0:0;9:0:0_39:0:0;9.0;39:0:0;0;ctr10;499914.763;4316665.921
0;565;39.05;8:40:0;8:40:0_39:3:0;8.666666666666666;39:3:0;1;ctr10;471070.583;4322268.227
1;565;39.05;8:45:0;8:45:0_39:3:0;8.75;39:3:0;1;ctr10;478281.706;4322244.916
2;565;39.05;8:50:0;8:50:0_39:3:0;8.833333333333334;39:3:0;1;ctr10;485492.8;4322228.21
3;565;39.05;8:55:0;8:55:0_39:3:0;8.916666666666666;39:3:0;1;ctr10;492703.749;4322218.097
4;565;39.05;9:0:0;9:0:0_39:3:0;9.0;39:3:0;1;ctr10;499914.749;4322214.585
0;565;39.1;8:40:0;8:40:0_39:6:0;8.666666666666666;39:6:0;2;ctr10;471091.0;4327816.927
1;565;39.1;8:45:0;8:45:0_39:6:0;8.75;39:6:0;2;ctr10;478297.032;4327793.621
2;565;39.1;8:50:0;8:50:0_39:6:0;8.833333333333334;39:6:0;2;ctr10;485503.029;4327776.921
3;565;39.1;8:55:0;8:55:0_39:6:0;8.916666666666666;39:6:0;2;ctr10;492708.853;4327766.8
4;565;39.1;9:0:0;9:0:0_39:6:0;9.0;39:6:0;2;ctr10;499914.744;4327763.278
0;565;39.15;8:40:0;8:40:0_39:9:0;8.666666666666666;39:9:0;3;ctr10;471111.475;4333365.645
1;565;39.15;8:45:0;8:45:0_39:9:0;8.75;39:9:0;3;ctr10;478312.397;4333342.33
2;565;39.15;8:50:0;8:50:0_39:9:0;8.833333333333334;39:9:0;3;ctr10;485513.28;4333325.623
3;565;39.15;8:55:0;8:55:0_39:9:0;8.916666666666666;39:9:0;3;ctr10;492713.978;4333315.506
4;565;39.15;9:0:0;9:0:0_39:9:0;9.0;39:9:0;3;ctr10;499914.754;4333311.979
0;565;39.2;8:40:0;8:40:0_39:12:0;8.666666666666666;39:12:0;4;ctr10;471131.991;4338914.38
1;565;39.2;8:45:0;8:45:0_39:12:0;8.75;39:12:0;4;ctr10;478327.804;4338891.051
2;565;39.2;8:50:0;8:50:0_39:12:0;8.833333333333334;39:12:0;4;ctr10;485523.579;4338874.334
3;565;39.2;8:55:0;8:55:0_39:12:0;8.916666666666666;39:12:0;4;ctr10;492719.165;4338864.214
4;565;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;4;ctr10;499914.82;4338860.688
0;566;39.0;9:0:0;9:0:0_39:0:0;9.0;39:0:0;0;ctr10;499914.763;4316665.921
1;566;39.0;9:5:0;9:5:0_39:0:0;9.083333333333334;39:0:0;0;ctr10;507130.907;4316669.03
2;566;39.0;9:10:0;9:10:0_39:0:0;9.166666666666666;39:0:0;0;ctr10;514347.145;4316678.771
3;566;39.0;9:15:0;9:15:0_39:0:0;9.25;39:0:0;0;ctr10;521563.396;4316695.128
4;566;39.0;9:20:0;9:20:0_39:0:0;9.333333333333334;39:0:0;0;ctr10;528779.655;4316718.098
0;566;39.05;9:0:0;9:0:0_39:3:0;9.0;39:3:0;1;ctr10;499914.749;4322214.585
1;566;39.05;9:5:0;9:5:0_39:3:0;9.083333333333334;39:3:0;1;ctr10;507125.8;4322217.68
2;566;39.05;9:10:0;9:10:0_39:3:0;9.166666666666666;39:3:0;1;ctr10;514336.971;4322227.428
3;566;39.05;9:15:0;9:15:0_39:3:0;9.25;39:3:0;1;ctr10;521548.147;4322243.801
4;566;39.05;9:20:0;9:20:0_39:3:0;9.333333333333334;39:3:0;1;ctr10;528759.323;4322266.794
0;566;39.1;9:0:0;9:0:0_39:6:0;9.0;39:6:0;2;ctr10;499914.744;4327763.278
1;566;39.1;9:5:0;9:5:0_39:6:0;9.083333333333334;39:6:0;2;ctr10;507120.697;4327766.361
2;566;39.1;9:10:0;9:10:0_39:6:0;9.166666666666666;39:6:0;2;ctr10;514326.797;4327776.118
3;566;39.1;9:15:0;9:15:0_39:6:0;9.25;39:6:0;2;ctr10;521532.895;4327792.507
4;566;39.1;9:20:0;9:20:0_39:6:0;9.333333333333334;39:6:0;2;ctr10;528738.984;4327815.523
0;566;39.15;9:0:0;9:0:0_39:9:0;9.0;39:9:0;3;ctr10;499914.754;4333311.979
1;566;39.15;9:5:0;9:5:0_39:9:0;9.083333333333334;39:9:0;3;ctr10;507115.605;4333315.054
2;566;39.15;9:10:0;9:10:0_39:9:0;9.166666666666666;39:9:0;3;ctr10;514316.636;4333324.824
3;566;39.15;9:15:0;9:15:0_39:9:0;9.25;39:9:0;3;ctr10;521517.656;4333341.231
4;566;39.15;9:20:0;9:20:0_39:9:0;9.333333333333334;39:9:0;3;ctr10;528718.656;4333364.271
0;566;39.2;9:0:0;9:0:0_39:12:0;9.0;39:12:0;4;ctr10;499914.82;4338860.688
1;566;39.2;9:5:0;9:5:0_39:12:0;9.083333333333334;39:12:0;4;ctr10;507110.548;4338863.767
2;566;39.2;9:10:0;9:10:0_39:12:0;9.166666666666666;39:12:0;4;ctr10;514306.496;4338873.553
3;566;39.2;9:15:0;9:15:0_39:12:0;9.25;39:12:0;4;ctr10;521502.429;4338889.979
4;566;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;4;ctr10;528698.335;4338913.04
0;567;39.0;9:20:0;9:20:0_39:0:0;9.333333333333334;39:0:0;0;ctr10;528779.655;4316718.098
1;567;39.0;9:25:0;9:25:0_39:0:0;9.416666666666666;39:0:0;0;ctr10;535995.869;4316747.664
2;567;39.0;9:30:0;9:30:0_39:0:0;9.5;39:0:0;0;ctr10;543212.111;4316783.812
3;567;39.0;9:35:0;9:35:0_39:0:0;9.583333333333334;39:0:0;0;ctr10;550428.391;4316826.542
4;567;39.0;9:40:0;9:40:0_39:0:0;9.666666666666666;39:0:0;0;ctr10;557644.811;4316875.805
0;567;39.05;9:20:0;9:20:0_39:3:0;9.333333333333334;39:3:0;1;ctr10;528759.323;4322266.794
1;567;39.05;9:25:0;9:25:0_39:3:0;9.416666666666666;39:3:0;1;ctr10;535970.411;4322296.393
2;567;39.05;9:30:0;9:30:0_39:3:0;9.5;39:3:0;1;ctr10;543181.525;4322332.575
3;567;39.05;9:35:0;9:35:0_39:3:0;9.583333333333334;39:3:0;1;ctr10;550392.679;4322375.34
4;567;39.05;9:40:0;9:40:0_39:3:0;9.666666666666666;39:3:0;1;ctr10;557604.014;4322424.629
0;567;39.1;9:20:0;9:20:0_39:6:0;9.333333333333334;39:6:0;2;ctr10;528738.984;4327815.523
1;567;39.1;9:25:0;9:25:0_39:6:0;9.416666666666666;39:6:0;2;ctr10;535944.937;4327845.156
2;567;39.1;9:30:0;9:30:0_39:6:0;9.5;39:6:0;2;ctr10;543150.914;4327881.372
3;567;39.1;9:35:0;9:35:0_39:6:0;9.583333333333334;39:6:0;2;ctr10;550356.932;4327924.173
4;567;39.1;9:40:0;9:40:0_39:6:0;9.666666666666666;39:6:0;2;ctr10;557563.179;4327973.487
0;567;39.15;9:20:0;9:20:0_39:9:0;9.333333333333334;39:9:0;3;ctr10;528718.656;4333364.271
1;567;39.15;9:25:0;9:25:0_39:9:0;9.416666666666666;39:9:0;3;ctr10;535919.46;4333393.938
2;567;39.15;9:30:0;9:30:0_39:9:0;9.5;39:9:0;3;ctr10;543120.286;4333430.192
3;567;39.15;9:35:0;9:35:0_39:9:0;9.583333333333334;39:9:0;3;ctr10;550321.156;4333473.03
4;567;39.15;9:40:0;9:40:0_39:9:0;9.666666666666666;39:9:0;3;ctr10;557522.314;4333522.367
0;567;39.2;9:20:0;9:20:0_39:12:0;9.333333333333334;39:12:0;4;ctr10;528698.335;4338913.04
1;567;39.2;9:25:0;9:25:0_39:12:0;9.416666666666666;39:12:0;4;ctr10;535893.985;4338942.741
2;567;39.2;9:30:0;9:30:0_39:12:0;9.5;39:12:0;4;ctr10;543089.654;4338979.032
3;567;39.2;9:35:0;9:35:0_39:12:0;9.583333333333334;39:12:0;4;ctr10;550285.371;4339021.908
4;567;39.2;9:40:0;9:40:0_39:12:0;9.666666666666666;39:12:0;4;ctr10;557481.44;4339071.265
0;572;38.8;8:20:0;8:20:0_38:48:0;8.333333333333334;38:48:0;0;ctr10;442023.193;4294684.039
1;572;38.8;8:25:0;8:25:0_38:48:0;8.416666666666666;38:48:0;0;ctr10;449259.691;4294634.543
2;572;38.8;8:30:0;8:30:0_38:48:0;8.5;38:48:0;0;ctr10;456496.164;4294591.546
3;572;38.8;8:35:0;8:35:0_38:48:0;8.583333333333334;38:48:0;0;ctr10;463732.619;4294555.068
4;572;38.8;8:40:0;8:40:0_38:48:0;8.666666666666666;38:48:0;0;ctr10;470969.094;4294525.138
0;572;38.85;8:20:0;8:20:0_38:51:0;8.333333333333334;38:51:0;1;ctr10;442063.695;4300232.657
1;572;38.85;8:25:0;8:25:0_38:51:0;8.416666666666666;38:51:0;1;ctr10;449295.124;4300183.146
2;572;38.85;8:30:0;8:30:0_38:51:0;8.5;38:51:0;1;ctr10;456526.527;4300140.134
3;572;38.85;8:35:0;8:35:0_38:51:0;8.583333333333334;38:51:0;1;ctr10;463757.91;4300103.642
4;572;38.85;8:40:0;8:40:0_38:51:0;8.666666666666666;38:51:0;1;ctr10;470989.325;4300073.702
0;572;38.9;8:20:0;8:20:0_38:54:0;8.333333333333334;38:54:0;2;ctr10;442104.257;4305781.284
1;572;38.9;8:25:0;8:25:0_38:54:0;8.416666666666666;38:54:0;2;ctr10;449330.605;4305731.747
2;572;38.9;8:30:0;8:30:0_38:54:0;8.5;38:54:0;2;ctr10;456556.927;4305688.723
3;572;38.9;8:35:0;8:35:0_38:54:0;8.583333333333334;38:54:0;2;ctr10;463783.234;4305652.23
4;572;38.9;8:40:0;8:40:0_38:54:0;8.666666666666666;38:54:0;2;ctr10;471009.587;4305622.29
0;572;38.95;8:20:0;8:20:0_38:57:0;8.333333333333334;38:57:0;3;ctr10;442144.884;4311329.928
1;572;38.95;8:25:0;8:25:0_38:57:0;8.416666666666666;38:57:0;3;ctr10;449366.141;4311280.365
2;572;38.95;8:30:0;8:30:0_38:57:0;8.5;38:57:0;3;ctr10;456587.375;4311237.33
3;572;38.95;8:35:0;8:35:0_38:57:0;8.583333333333334;38:57:0;3;ctr10;463808.594;4311200.84
4;572;38.95;8:40:0;8:40:0_38:57:0;8.666666666666666;38:57:0;3;ctr10;471029.883;4311170.906
0;572;39.0;8:20:0;8:20:0_39:0:0;8.333333333333334;39:0:0;4;ctr10;442185.565;4316878.603
1;572;39.0;8:25:0;8:25:0_39:0:0;8.416666666666666;39:0:0;4;ctr10;449401.726;4316829.015
2;572;39.0;8:30:0;8:30:0_39:0:0;8.5;39:0:0;4;ctr10;456617.862;4316785.972
3;572;39.0;8:35:0;8:35:0_39:0:0;8.583333333333334;39:0:0;4;ctr10;463833.985;4316749.484
4;572;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;4;ctr10;471050.206;4316719.561
0;573;38.8;8:40:0;8:40:0_38:48:0;8.666666666666666;38:48:0;0;ctr10;470969.094;4294525.138
1;573;38.8;8:45:0;8:45:0_38:48:0;8.75;38:48:0;0;ctr10;478205.561;4294501.806
2;573;38.8;8:50:0;8:50:0_38:48:0;8.833333333333334;38:48:0;0;ctr10;485442.021;4294485.074
3;573;38.8;8:55:0;8:55:0_38:48:0;8.916666666666666;38:48:0;0;ctr10;492678.457;4294474.986
4;573;38.8;9:0:0;9:0:0_38:48:0;9.0;38:48:0;0;ctr10;499914.905;4294471.502
0;573;38.85;8:40:0;8:40:0_38:51:0;8.666666666666666;38:51:0;1;ctr10;470989.325;4300073.702
1;573;38.85;8:45:0;8:45:0_38:51:0;8.75;38:51:0;1;ctr10;478220.731;4300050.361
2;573;38.85;8:50:0;8:50:0_38:51:0;8.833333333333334;38:51:0;1;ctr10;485452.128;4300033.622
3;573;38.85;8:55:0;8:55:0_38:51:0;8.916666666666666;38:51:0;1;ctr10;492683.487;4300023.538
4;573;38.85;9:0:0;9:0:0_38:51:0;9.0;38:51:0;1;ctr10;499914.86;4300020.058
0;573;38.9;8:40:0;8:40:0_38:54:0;8.666666666666666;38:54:0;2;ctr10;471009.587;4305622.29
1;573;38.9;8:45:0;8:45:0_38:54:0;8.75;38:54:0;2;ctr10;478235.929;4305598.945
2;573;38.9;8:50:0;8:50:0_38:54:0;8.833333333333334;38:54:0;2;ctr10;485462.259;4305582.202
3;573;38.9;8:55:0;8:55:0_38:54:0;8.916666666666666;38:54:0;2;ctr10;492688.531;4305572.123
4;573;38.9;9:0:0;9:0:0_38:54:0;9.0;38:54:0;2;ctr10;499914.822;4305568.645
0;573;38.95;8:40:0;8:40:0_38:57:0;8.666666666666666;38:57:0;3;ctr10;471029.883;4311170.906
1;573;38.95;8:45:0;8:45:0_38:57:0;8.75;38:57:0;3;ctr10;478251.157;4311147.57
2;573;38.95;8:50:0;8:50:0_38:57:0;8.833333333333334;38:57:0;3;ctr10;485472.414;4311130.835
3;573;38.95;8:55:0;8:55:0_38:57:0;8.916666666666666;38:57:0;3;ctr10;492693.589;4311120.748
4;573;38.95;9:0:0;9:0:0_38:57:0;9.0;38:57:0;3;ctr10;499914.791;4311117.263
0;573;39.0;8:40:0;8:40:0_39:0:0;8.666666666666666;39:0:0;4;ctr10;471050.206;4316719.561
1;573;39.0;8:45:0;8:45:0_39:0:0;8.75;39:0:0;4;ctr10;478266.407;4316696.238
2;573;39.0;8:50:0;8:50:0_39:0:0;8.833333333333334;39:0:0;4;ctr10;485482.586;4316679.518
3;573;39.0;8:55:0;8:55:0_39:0:0;8.916666666666666;39:0:0;4;ctr10;492698.656;4316669.418
4;573;39.0;9:0:0;9:0:0_39:0:0;9.0;39:0:0;4;ctr10;499914.763;4316665.921
0;411;41.2;9:0:0;9:0:0_41:12:0;9.0;41:12:0;0;igm25;499920.124;4560847.835
1;411;41.2;9:10:0;9:10:0_41:12:0;9.166666666666666;41:12:0;0;igm25;513894.826;4560861.041
2;411;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;0;igm25;527869.598;4560901.021
0;411;41.3;9:0:0;9:0:0_41:18:0;9.0;41:18:0;1;igm25;499920.305;4571949.342
1;411;41.3;9:10:0;9:10:0_41:18:0;9.166666666666666;41:18:0;1;igm25;513873.695;4571962.575
2;411;41.3;9:20:0;9:20:0_41:18:0;9.333333333333334;41:18:0;1;igm25;527827.13;4572002.624
0;411;41.4;9:0:0;9:0:0_41:24:0;9.0;41:24:0;2;igm25;499920.47;4583051.061
1;411;41.4;9:10:0;9:10:0_41:24:0;9.166666666666666;41:24:0;2;igm25;513852.513;4583064.312
2;411;41.4;9:20:0;9:20:0_41:24:0;9.333333333333334;41:24:0;2;igm25;527784.594;4583104.384
0;412;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;0;igm25;527869.598;4560901.021
1;412;41.2;9:30:0;9:30:0_41:12:0;9.5;41:12:0;0;igm25;541844.295;4560967.839
2;412;41.2;9:40:0;9:40:0_41:12:0;9.666666666666666;41:12:0;0;igm25;555819.138;4561061.165
0;412;41.3;9:20:0;9:20:0_41:18:0;9.333333333333334;41:18:0;1;igm25;527827.13;4572002.624
1;412;41.3;9:30:0;9:30:0_41:18:0;9.5;41:18:0;1;igm25;541780.551;4572069.428
2;412;41.3;9:40:0;9:40:0_41:18:0;9.666666666666666;41:18:0;1;igm25;555734.127;4572162.759
0;412;41.4;9:20:0;9:20:0_41:24:0;9.333333333333334;41:24:0;2;igm25;527784.594;4583104.384
1;412;41.4;9:30:0;9:30:0_41:24:0;9.5;41:24:0;2;igm25;541716.703;4583171.141
2;412;41.4;9:40:0;9:40:0_41:24:0;9.666666666666666;41:24:0;2;igm25;555648.934;4583264.515
0;425;41.0;8:0:0;8:0:0_41:0:0;8.0;41:0:0;0;igm25;415816.167;4539128.623
1;425;41.0;8:10:0;8:10:0_41:0:0;8.166666666666666;41:0:0;0;igm25;429833.745;4538981.406
2;425;41.0;8:20:0;8:20:0_41:0:0;8.333333333333334;41:0:0;0;igm25;443851.225;4538860.804
0;425;41.1;8:0:0;8:0:0_41:6:0;8.0;41:6:0;1;igm25;415943.588;4550229.782
1;425;41.1;8:10:0;8:10:0_41:6:0;8.166666666666666;41:6:0;1;igm25;429939.993;4550082.475
2;425;41.1;8:20:0;8:20:0_41:6:0;8.333333333333334;41:6:0;1;igm25;443936.328;4549961.812
0;425;41.2;8:0:0;8:0:0_41:12:0;8.0;41:12:0;2;igm25;416071.238;4561331.122
1;425;41.2;8:10:0;8:10:0_41:12:0;8.166666666666666;41:12:0;2;igm25;430046.378;4561183.74
2;425;41.2;8:20:0;8:20:0_41:12:0;8.333333333333334;41:12:0;2;igm25;444021.435;4561063.032
0;426;41.0;8:40:0;8:40:0_41:0:0;8.666666666666666;41:0:0;0;igm25;471885.384;4538699.676
1;426;41.0;8:50:0;8:50:0_41:0:0;8.833333333333334;41:0:0;0;igm25;485902.514;4538659.236
