col_lon_x;foglio;lat_y_dec;lon_x;lon_x__lat_y;lon_x_dec;lon_y;row_lat_y;tipo;x_6707_gsb;y_6707_gsb
0;411;41.2;9:0:0;9:0:0_41:12:0;9.0;41:12:0;0;ctr10;499920.124;4560847.835
1;411;41.2;9:5:0;9:5:0_41:12:0;9.083333333333334;41:12:0;0;ctr10;506907.48;4560851.078
2;411;41.2;9:10:0;9:10:0_41:12:0;9.166666666666666;41:12:0;0;ctr10;513894.826;4560861.041
3;411;41.2;9:15:0;9:15:0_41:12:0;9.25;41:12:0;0;ctr10;520882.202;4560877.686
4;411;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;0;ctr10;527869.598;4560901.021
0;411;41.25;9:0:0;9:0:0_41:15:0;9.0;41:15:0;1;ctr10;499920.217;4566398.557
1;411;41.25;9:5:0;9:5:0_41:15:0;9.083333333333334;41:15:0;1;ctr10;506902.245;4566401.808
2;411;41.25;9:10:0;9:10:0_41:15:0;9.166666666666666;41:15:0;1;ctr10;513884.267;4566411.777
3;411;41.25;9:15:0;9:15:0_41:15:0;9.25;41:15:0;1;ctr10;520866.311;4566428.44
4;411;41.25;9:20:0;9:20:0_41:15:0;9.333333333333334;41:15:0;1;ctr10;527848.37;4566451.804
0;411;41.3;9:0:0;9:0:0_41:18:0;9.0;41:18:0;2;ctr10;499920.305;4571949.342
1;411;41.3;9:5:0;9:5:0_41:18:0;9.083333333333334;41:18:0;2;ctr10;506897.0;4571952.6
2;411;41.3;9:10:0;9:10:0_41:18:0;9.166666666666666;41:18:0;2;ctr10;513873.695;4571962.575
3;411;41.3;9:15:0;9:15:0_41:18:0;9.25;41:18:0;2;ctr10;520850.407;4571979.249
4;411;41.3;9:20:0;9:20:0_41:18:0;9.333333333333334;41:18:0;2;ctr10;527827.13;4572002.624
0;411;41.35;9:0:0;9:0:0_41:21:0;9.0;41:21:0;3;ctr10;499920.39;4577500.177
1;411;41.35;9:5:0;9:5:0_41:21:0;9.083333333333334;41:21:0;3;ctr10;506891.748;4577503.44
2;411;41.35;9:10:0;9:10:0_41:21:0;9.166666666666666;41:21:0;3;ctr10;513863.111;4577513.421
3;411;41.35;9:15:0;9:15:0_41:21:0;9.25;41:21:0;3;ctr10;520834.486;4577530.103
4;411;41.35;9:20:0;9:20:0_41:21:0;9.333333333333334;41:21:0;3;ctr10;527805.871;4577553.486
0;411;41.4;9:0:0;9:0:0_41:24:0;9.0;41:24:0;4;ctr10;499920.47;4583051.061
1;411;41.4;9:5:0;9:5:0_41:24:0;9.083333333333334;41:24:0;4;ctr10;506886.486;4583054.327
2;411;41.4;9:10:0;9:10:0_41:24:0;9.166666666666666;41:24:0;4;ctr10;513852.513;4583064.312
3;411;41.4;9:15:0;9:15:0_41:24:0;9.25;41:24:0;4;ctr10;520818.549;4583080.999
4;411;41.4;9:20:0;9:20:0_41:24:0;9.333333333333334;41:24:0;4;ctr10;527784.594;4583104.384
0;412;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;0;ctr10;527869.598;4560901.021
1;412;41.2;9:25:0;9:25:0_41:12:0;9.416666666666666;41:12:0;0;ctr10;534856.917;4560931.128
2;412;41.2;9:30:0;9:30:0_41:12:0;9.5;41:12:0;0;ctr10;541844.295;4560967.839
3;412;41.2;9:35:0;9:35:0_41:12:0;9.583333333333334;41:12:0;0;ctr10;548831.72;4561011.176
4;412;41.2;9:40:0;9:40:0_41:12:0;9.666666666666666;41:12:0;0;ctr10;555819.138;4561061.165
0;412;41.25;9:20:0;9:20:0_41:15:0;9.333333333333334;41:15:0;1;ctr10;527848.37;4566451.804
1;412;41.25;9:25:0;9:25:0_41:15:0;9.416666666666666;41:15:0;1;ctr10;534830.365;4566481.924
2;412;41.25;9:30:0;9:30:0_41:15:0;9.5;41:15:0;1;ctr10;541812.427;4566518.634
3;412;41.25;9:35:0;9:35:0_41:15:0;9.583333333333334;41:15:0;1;ctr10;548794.542;4566561.957
4;412;41.25;9:40:0;9:40:0_41:15:0;9.666666666666666;41:15:0;1;ctr10;555776.656;4566611.945
0;412;41.3;9:20:0;9:20:0_41:18:0;9.333333333333334;41:18:0;2;ctr10;527827.13;4572002.624
1;412;41.3;9:25:0;9:25:0_41:18:0;9.416666666666666;41:18:0;2;ctr10;534803.813;4572032.722
2;412;41.3;9:30:0;9:30:0_41:18:0;9.5;41:18:0;2;ctr10;541780.551;4572069.428
3;412;41.3;9:35:0;9:35:0_41:18:0;9.583333333333334;41:18:0;2;ctr10;548757.335;4572112.762
4;412;41.3;9:40:0;9:40:0_41:18:0;9.666666666666666;41:18:0;2;ctr10;555734.127;4572162.759
0;412;41.35;9:20:0;9:20:0_41:21:0;9.333333333333334;41:21:0;3;ctr10;527805.871;4577553.486
1;412;41.35;9:25:0;9:25:0_41:21:0;9.416666666666666;41:21:0;3;ctr10;534777.235;4577583.564
2;412;41.35;9:30:0;9:30:0_41:21:0;9.5;41:21:0;3;ctr10;541748.643;4577620.266
3;412;41.35;9:35:0;9:35:0_41:21:0;9.583333333333334;41:21:0;3;ctr10;548720.09;4577663.609
4;412;41.35;9:40:0;9:40:0_41:21:0;9.666666666666666;41:21:0;3;ctr10;555691.554;4577713.617
0;412;41.4;9:20:0;9:20:0_41:24:0;9.333333333333334;41:24:0;4;ctr10;527784.594;4583104.384
1;412;41.4;9:25:0;9:25:0_41:24:0;9.416666666666666;41:24:0;4;ctr10;534750.631;4583134.442
2;412;41.4;9:30:0;9:30:0_41:24:0;9.5;41:24:0;4;ctr10;541716.703;4583171.141
3;412;41.4;9:35:0;9:35:0_41:24:0;9.583333333333334;41:24:0;4;ctr10;548682.807;4583214.494
4;412;41.4;9:40:0;9:40:0_41:24:0;9.666666666666666;41:24:0;4;ctr10;555648.934;4583264.515
0;425;41.0;8:0:0;8:0:0_41:0:0;8.0;41:0:0;0;ctr10;415816.167;4539128.623
1;425;41.0;8:5:0;8:5:0_41:0:0;8.083333333333334;41:0:0;0;ctr10;422824.954;4539051.696
2;425;41.0;8:10:0;8:10:0_41:0:0;8.166666666666666;41:0:0;0;ctr10;429833.745;4538981.406
3;425;41.0;8:15:0;8:15:0_41:0:0;8.25;41:0:0;0;ctr10;436842.504;4538917.774
4;425;41.0;8:20:0;8:20:0_41:0:0;8.333333333333334;41:0:0;0;ctr10;443851.225;4538860.804
0;425;41.05;8:0:0;8:0:0_41:3:0;8.0;41:3:0;1;ctr10;415879.847;4544679.18
1;425;41.05;8:5:0;8:5:0_41:3:0;8.083333333333334;41:3:0;1;ctr10;422883.343;4544602.228
2;425;41.05;8:10:0;8:10:0_41:3:0;8.166666666666666;41:3:0;1;ctr10;429886.848;4544531.916
3;425;41.05;8:15:0;8:15:0_41:3:0;8.25;41:3:0;1;ctr10;436890.327;4544468.266
4;425;41.05;8:20:0;8:20:0_41:3:0;8.333333333333334;41:3:0;1;ctr10;443893.77;4544411.283
0;425;41.1;8:0:0;8:0:0_41:6:0;8.0;41:6:0;2;ctr10;415943.588;4550229.782
1;425;41.1;8:5:0;8:5:0_41:6:0;8.083333333333334;41:6:0;2;ctr10;422941.785;4550152.807
2;425;41.1;8:10:0;8:10:0_41:6:0;8.166666666666666;41:6:0;2;ctr10;429939.993;4550082.475
3;425;41.1;8:15:0;8:15:0_41:6:0;8.25;41:6:0;2;ctr10;436938.178;4550018.808
4;425;41.1;8:20:0;8:20:0_41:6:0;8.333333333333334;41:6:0;2;ctr10;443936.328;4549961.812
0;425;41.15;8:0:0;8:0:0_41:9:0;8.0;41:9:0;3;ctr10;416007.385;4555780.429
1;425;41.15;8:5:0;8:5:0_41:9:0;8.083333333333334;41:9:0;3;ctr10;423000.271;4555703.432
2;425;41.15;8:10:0;8:10:0_41:9:0;8.166666666666666;41:9:0;3;ctr10;429993.166;4555633.082
3;425;41.15;8:15:0;8:15:0_41:9:0;8.25;41:9:0;3;ctr10;436986.035;4555569.401
4;425;41.15;8:20:0;8:20:0_41:9:0;8.333333333333334;41:9:0;3;ctr10;443978.869;4555512.395
0;425;41.2;8:0:0;8:0:0_41:12:0;8.0;41:12:0;4;ctr10;416071.238;4561331.122
1;425;41.2;8:5:0;8:5:0_41:12:0;8.083333333333334;41:12:0;4;ctr10;423058.806;4561254.106
2;425;41.2;8:10:0;8:10:0_41:12:0;8.166666666666666;41:12:0;4;ctr10;430046.378;4561183.74
3;425;41.2;8:15:0;8:15:0_41:12:0;8.25;41:12:0;4;ctr10;437033.923;4561120.047
4;425;41.2;8:20:0;8:20:0_41:12:0;8.333333333333334;41:12:0;4;ctr10;444021.435;4561063.032
0;426;41.0;8:40:0;8:40:0_41:0:0;8.666666666666666;41:0:0;0;ctr10;471885.384;4538699.676
1;426;41.0;8:45:0;8:45:0_41:0:0;8.75;41:0:0;0;ctr10;478893.945;4538676.111
2;426;41.0;8:50:0;8:50:0_41:0:0;8.833333333333334;41:0:0;0;ctr10;485902.514;4538659.236
3;426;41.0;8:55:0;8:55:0_41:0:0;8.916666666666666;41:0:0;0;ctr10;492911.08;4538649.047
4;426;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;0;ctr10;499919.659;4538645.561
0;426;41.05;8:40:0;8:40:0_41:3:0;8.666666666666666;41:3:0;1;ctr10;471906.711;4544250.136
1;426;41.05;8:45:0;8:45:0_41:3:0;8.75;41:3:0;1;ctr10;478909.967;4544226.574
2;426;41.05;8:50:0;8:50:0_41:3:0;8.833333333333334;41:3:0;1;ctr10;485913.233;4544209.702
3;426;41.05;8:55:0;8:55:0_41:3:0;8.916666666666666;41:3:0;1;ctr10;492916.506;4544199.518
4;426;41.05;9:0:0;9:0:0_41:3:0;9.0;41:3:0;1;ctr10;499919.792;4544196.036
0;426;41.1;8:40:0;8:40:0_41:6:0;8.666666666666666;41:6:0;2;ctr10;471928.055;4549800.651
1;426;41.1;8:45:0;8:45:0_41:6:0;8.75;41:6:0;2;ctr10;478926.003;4549777.091
2;426;41.1;8:50:0;8:50:0_41:6:0;8.833333333333334;41:6:0;2;ctr10;485923.961;4549760.224
3;426;41.1;8:55:0;8:55:0_41:6:0;8.916666666666666;41:6:0;2;ctr10;492921.932;4549750.046
4;426;41.1;9:0:0;9:0:0_41:6:0;9.0;41:6:0;2;ctr10;499919.917;4549746.569
0;426;41.15;8:40:0;8:40:0_41:9:0;8.666666666666666;41:9:0;3;ctr10;471949.411;4555351.226
1;426;41.15;8:45:0;8:45:0_41:9:0;8.75;41:9:0;3;ctr10;478942.048;4555327.671
2;426;41.15;8:50:0;8:50:0_41:9:0;8.833333333333334;41:9:0;3;ctr10;485934.694;4555310.81
3;426;41.15;8:55:0;8:55:0_41:9:0;8.916666666666666;41:9:0;3;ctr10;492927.354;4555300.639
4;426;41.15;9:0:0;9:0:0_41:9:0;9.0;41:9:0;3;ctr10;499920.025;4555297.17
0;426;41.2;8:40:0;8:40:0_41:12:0;8.666666666666666;41:12:0;4;ctr10;471970.78;4560901.862
1;426;41.2;8:45:0;8:45:0_41:12:0;8.75;41:12:0;4;ctr10;478958.103;4560878.313
2;426;41.2;8:50:0;8:50:0_41:12:0;8.833333333333334;41:12:0;4;ctr10;485945.432;4560861.46
3;426;41.2;8:55:0;8:55:0_41:12:0;8.916666666666666;41:12:0;4;ctr10;492932.774;4560851.296
4;426;41.2;9:0:0;9:0:0_41:12:0;9.0;41:12:0;4;ctr10;499920.124;4560847.835
0;427;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;0;ctr10;499919.659;4538645.561
1;427;41.0;9:5:0;9:5:0_41:0:0;9.083333333333334;41:0:0;0;ctr10;506928.247;4538648.78
2;427;41.0;9:10:0;9:10:0_41:0:0;9.166666666666666;41:0:0;0;ctr10;513936.81;4538658.745
3;427;41.0;9:15:0;9:15:0_41:0:0;9.25;41:0:0;0;ctr10;520945.431;4538675.367
4;427;41.0;9:20:0;9:20:0_41:0:0;9.333333333333334;41:0:0;0;ctr10;527954.093;4538698.65
0;427;41.05;9:0:0;9:0:0_41:3:0;9.0;41:3:0;1;ctr10;499919.792;4544196.036
1;427;41.05;9:5:0;9:5:0_41:3:0;9.083333333333334;41:3:0;1;ctr10;506923.087;4544199.258
2;427;41.05;9:10:0;9:10:0_41:3:0;9.166666666666666;41:3:0;1;ctr10;513926.352;4544209.227
3;427;41.05;9:15:0;9:15:0_41:3:0;9.25;41:3:0;1;ctr10;520929.669;4544225.855
4;427;41.05;9:20:0;9:20:0_41:3:0;9.333333333333334;41:3:0;1;ctr10;527933.024;4544249.149
0;427;41.1;9:0:0;9:0:0_41:6:0;9.0;41:6:0;2;ctr10;499919.917;4549746.569
1;427;41.1;9:5:0;9:5:0_41:6:0;9.083333333333334;41:6:0;2;ctr10;506917.91;4549749.796
2;427;41.1;9:10:0;9:10:0_41:6:0;9.166666666666666;41:6:0;2;ctr10;513915.873;4549759.764
3;427;41.1;9:15:0;9:15:0_41:6:0;9.25;41:6:0;2;ctr10;520913.883;4549776.397
4;427;41.1;9:20:0;9:20:0_41:6:0;9.333333333333334;41:6:0;2;ctr10;527911.925;4549799.702
0;427;41.15;9:0:0;9:0:0_41:9:0;9.0;41:9:0;3;ctr10;499920.025;4555297.17
1;427;41.15;9:5:0;9:5:0_41:9:0;9.083333333333334;41:9:0;3;ctr10;506912.704;4555300.404
2;427;41.15;9:10:0;9:10:0_41:9:0;9.166666666666666;41:9:0;3;ctr10;513905.364;4555310.366
3;427;41.15;9:15:0;9:15:0_41:9:0;9.25;41:9:0;3;ctr10;520898.064;4555326.998
4;427;41.15;9:20:0;9:20:0_41:9:0;9.333333333333334;41:9:0;3;ctr10;527890.788;4555350.312
0;427;41.2;9:0:0;9:0:0_41:12:0;9.0;41:12:0;4;ctr10;499920.124;4560847.835
1;427;41.2;9:5:0;9:5:0_41:12:0;9.083333333333334;41:12:0;4;ctr10;506907.48;4560851.078
2;427;41.2;9:10:0;9:10:0_41:12:0;9.166666666666666;41:12:0;4;ctr10;513894.826;4560861.041
3;427;41.2;9:15:0;9:15:0_41:12:0;9.25;41:12:0;4;ctr10;520882.202;4560877.686
4;427;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;4;ctr10;527869.598;4560901.021
0;428;41.0;9:20:0;9:20:0_41:0:0;9.333333333333334;41:0:0;0;ctr10;527954.093;4538698.65
1;428;41.0;9:25:0;9:25:0_41:0:0;9.416666666666666;41:0:0;0;ctr10;534962.667;4538728.577
2;428;41.0;9:30:0;9:30:0_41:0:0;9.5;41:0:0;0;ctr10;541971.294;4538765.211
3;428;41.0;9:35:0;9:35:0_41:0:0;9.583333333333334;41:0:0;0;ctr10;548979.957;4538808.544
4;428;41.0;9:40:0;9:40:0_41:0:0;9.666666666666666;41:0:0;0;ctr10;555988.529;4538858.526
0;428;41.05;9:20:0;9:20:0_41:3:0;9.333333333333334;41:3:0;1;ctr10;527933.024;4544249.149
1;428;41.05;9:25:0;9:25:0_41:3:0;9.416666666666666;41:3:0;1;ctr10;534936.3;4544279.126
2;428;41.05;9:30:0;9:30:0_41:3:0;9.5;41:3:0;1;ctr10;541939.622;4544315.785
3;428;41.05;9:35:0;9:35:0_41:3:0;9.583333333333334;41:3:0;1;ctr10;548942.976;4544359.124
4;428;41.05;9:40:0;9:40:0_41:3:0;9.666666666666666;41:3:0;1;ctr10;555946.267;4544409.11
0;428;41.1;9:20:0;9:20:0_41:6:0;9.333333333333334;41:6:0;2;ctr10;527911.925;4549799.702
1;428;41.1;9:25:0;9:25:0_41:6:0;9.416666666666666;41:6:0;2;ctr10;534909.893;4549829.73
2;428;41.1;9:30:0;9:30:0_41:6:0;9.5;41:6:0;2;ctr10;541907.903;4549866.412
3;428;41.1;9:35:0;9:35:0_41:6:0;9.583333333333334;41:6:0;2;ctr10;548905.946;4549909.755
4;428;41.1;9:40:0;9:40:0_41:6:0;9.666666666666666;41:6:0;2;ctr10;555903.951;4549959.744
0;428;41.15;9:20:0;9:20:0_41:9:0;9.333333333333334;41:9:0;3;ctr10;527890.788;4555350.312
1;428;41.15;9:25:0;9:25:0_41:9:0;9.416666666666666;41:9:0;3;ctr10;534883.431;4555380.392
2;428;41.15;9:30:0;9:30:0_41:9:0;9.5;41:9:0;3;ctr10;541876.123;4555417.097
3;428;41.15;9:35:0;9:35:0_41:9:0;9.583333333333334;41:9:0;3;ctr10;548868.856;4555460.442
4;428;41.15;9:40:0;9:40:0_41:9:0;9.666666666666666;41:9:0;3;ctr10;555861.571;4555510.431
0;428;41.2;9:20:0;9:20:0_41:12:0;9.333333333333334;41:12:0;4;ctr10;527869.598;4560901.021
1;428;41.2;9:25:0;9:25:0_41:12:0;9.416666666666666;41:12:0;4;ctr10;534856.917;4560931.128
2;428;41.2;9:30:0;9:30:0_41:12:0;9.5;41:12:0;4;ctr10;541844.295;4560967.839
3;428;41.2;9:35:0;9:35:0_41:12:0;9.583333333333334;41:12:0;4;ctr10;548831.72;4561011.176
4;428;41.2;9:40:0;9:40:0_41:12:0;9.666666666666666;41:12:0;4;ctr10;555819.138;4561061.165
0;440;40.8;8:0:0;8:0:0_40:48:0;8.0;40:48:0;0;ctr10;415562.039;4516926.823
1;440;40.8;8:5:0;8:5:0_40:48:0;8.083333333333334;40:48:0;0;ctr10;422591.913;4516850.01
2;440;40.8;8:10:0;8:10:0_40:48:0;8.166666666666666;40:48:0;0;ctr10;429621.773;4516779.827
3;440;40.8;8:15:0;8:15:0_40:48:0;8.25;40:48:0;0;ctr10;436651.603;4516716.28
4;440;40.8;8:20:0;8:20:0_40:48:0;8.333333333333334;40:48:0;0;ctr10;443681.403;4516659.378
0;440;40.85;8:0:0;8:0:0_40:51:0;8.0;40:51:0;1;ctr10;415625.479;4522477.209
1;440;40.85;8:5:0;8:5:0_40:51:0;8.083333333333334;40:51:0;1;ctr10;422650.089;4522400.367
2;440;40.85;8:10:0;8:10:0_40:51:0;8.166666666666666;40:51:0;1;ctr10;429674.686;4522330.155
3;440;40.85;8:15:0;8:15:0_40:51:0;8.25;40:51:0;1;ctr10;436699.252;4522266.585
4;440;40.85;8:20:0;8:20:0_40:51:0;8.333333333333334;40:51:0;1;ctr10;443723.785;4522209.665
0;440;40.9;8:0:0;8:0:0_40:54:0;8.0;40:54:0;2;ctr10;415688.981;4528027.637
1;440;40.9;8:5:0;8:5:0_40:54:0;8.083333333333334;40:54:0;2;ctr10;422708.322;4527950.766
2;440;40.9;8:10:0;8:10:0_40:54:0;8.166666666666666;40:54:0;2;ctr10;429727.656;4527880.527
3;440;40.9;8:15:0;8:15:0_40:54:0;8.25;40:54:0;2;ctr10;436746.956;4527816.935
4;440;40.9;8:20:0;8:20:0_40:54:0;8.333333333333334;40:54:0;2;ctr10;443766.22;4527759.997
0;440;40.95;8:0:0;8:0:0_40:57:0;8.0;40:57:0;3;ctr10;415752.543;4533578.108
1;440;40.95;8:5:0;8:5:0_40:57:0;8.083333333333334;40:57:0;3;ctr10;422766.61;4533501.208
2;440;40.95;8:10:0;8:10:0_40:57:0;8.166666666666666;40:57:0;3;ctr10;429780.675;4533430.943
3;440;40.95;8:15:0;8:15:0_40:57:0;8.25;40:57:0;3;ctr10;436794.706;4533367.331
4;440;40.95;8:20:0;8:20:0_40:57:0;8.333333333333334;40:57:0;3;ctr10;443808.701;4533310.377
0;440;41.0;8:0:0;8:0:0_41:0:0;8.0;41:0:0;4;ctr10;415816.167;4539128.623
1;440;41.0;8:5:0;8:5:0_41:0:0;8.083333333333334;41:0:0;4;ctr10;422824.954;4539051.696
2;440;41.0;8:10:0;8:10:0_41:0:0;8.166666666666666;41:0:0;4;ctr10;429833.745;4538981.406
3;440;41.0;8:15:0;8:15:0_41:0:0;8.25;41:0:0;4;ctr10;436842.504;4538917.774
4;440;41.0;8:20:0;8:20:0_41:0:0;8.333333333333334;41:0:0;4;ctr10;443851.225;4538860.804
0;441;40.8;8:20:0;8:20:0_40:48:0;8.333333333333334;40:48:0;0;ctr10;443681.403;4516659.378
1;441;40.8;8:25:0;8:25:0_40:48:0;8.416666666666666;40:48:0;0;ctr10;450711.122;4516609.113
2;441;40.8;8:30:0;8:30:0_40:48:0;8.5;40:48:0;0;ctr10;457740.804;4516565.526
3;441;40.8;8:35:0;8:35:0_40:48:0;8.583333333333334;40:48:0;0;ctr10;464770.467;4516528.613
4;441;40.8;8:40:0;8:40:0_40:48:0;8.666666666666666;40:48:0;0;ctr10;471800.244;4516498.352
0;441;40.85;8:20:0;8:20:0_40:51:0;8.333333333333334;40:51:0;1;ctr10;443723.785;4522209.665
1;441;40.85;8:25:0;8:25:0_40:51:0;8.416666666666666;40:51:0;1;ctr10;450748.225;4522159.386
2;441;40.85;8:30:0;8:30:0_40:51:0;8.5;40:51:0;1;ctr10;457772.631;4522115.789
3;441;40.85;8:35:0;8:35:0_40:51:0;8.583333333333334;40:51:0;1;ctr10;464797.019;4522078.873
4;441;40.85;8:40:0;8:40:0_40:51:0;8.666666666666666;40:51:0;1;ctr10;471821.494;4522048.614
0;441;40.9;8:20:0;8:20:0_40:54:0;8.333333333333334;40:54:0;2;ctr10;443766.22;4527759.997
1;441;40.9;8:25:0;8:25:0_40:54:0;8.416666666666666;40:54:0;2;ctr10;450785.376;4527709.708
2;441;40.9;8:30:0;8:30:0_40:54:0;8.5;40:54:0;2;ctr10;457804.499;4527666.101
3;441;40.9;8:35:0;8:35:0_40:54:0;8.583333333333334;40:54:0;2;ctr10;464823.603;4527629.176
4;441;40.9;8:40:0;8:40:0_40:54:0;8.666666666666666;40:54:0;2;ctr10;471842.772;4527598.919
0;441;40.95;8:20:0;8:20:0_40:57:0;8.333333333333334;40:57:0;3;ctr10;443808.701;4533310.377
1;441;40.95;8:25:0;8:25:0_40:57:0;8.416666666666666;40:57:0;3;ctr10;450822.564;4533260.078
2;441;40.95;8:30:0;8:30:0_40:57:0;8.5;40:57:0;3;ctr10;457836.395;4533216.462
3;441;40.95;8:35:0;8:35:0_40:57:0;8.583333333333334;40:57:0;3;ctr10;464850.206;4533179.53
4;441;40.95;8:40:0;8:40:0_40:57:0;8.666666666666666;40:57:0;3;ctr10;471864.068;4533149.273
0;441;41.0;8:20:0;8:20:0_41:0:0;8.333333333333334;41:0:0;4;ctr10;443851.225;4538860.804
1;441;41.0;8:25:0;8:25:0_41:0:0;8.416666666666666;41:0:0;4;ctr10;450859.789;4538810.496
2;441;41.0;8:30:0;8:30:0_41:0:0;8.5;41:0:0;4;ctr10;457868.321;4538766.871
3;441;41.0;8:35:0;8:35:0_41:0:0;8.583333333333334;41:0:0;4;ctr10;464876.833;4538729.932
4;441;41.0;8:40:0;8:40:0_41:0:0;8.666666666666666;41:0:0;4;ctr10;471885.384;4538699.676
0;442;40.8;8:40:0;8:40:0_40:48:0;8.666666666666666;40:48:0;0;ctr10;471800.244;4516498.352
1;442;40.8;8:45:0;8:45:0_40:48:0;8.75;40:48:0;0;ctr10;478829.989;4516474.788
2;442;40.8;8:50:0;8:50:0_40:48:0;8.833333333333334;40:48:0;0;ctr10;485859.709;4516457.916
3;442;40.8;8:55:0;8:55:0_40:48:0;8.916666666666666;40:48:0;0;ctr10;492889.383;4516447.722
4;442;40.8;9:0:0;9:0:0_40:48:0;9.0;40:48:0;0;ctr10;499919.095;4516444.207
0;442;40.85;8:40:0;8:40:0_40:51:0;8.666666666666666;40:51:0;1;ctr10;471821.494;4522048.614
1;442;40.85;8:45:0;8:45:0_40:51:0;8.75;40:51:0;1;ctr10;478845.951;4522025.048
2;442;40.85;8:50:0;8:50:0_40:51:0;8.833333333333334;40:51:0;1;ctr10;485870.393;4522008.172
3;442;40.85;8:55:0;8:55:0_40:51:0;8.916666666666666;40:51:0;1;ctr10;492894.8;4521997.973
4;442;40.85;9:0:0;9:0:0_40:51:0;9.0;40:51:0;1;ctr10;499919.24;4521994.462
0;442;40.9;8:40:0;8:40:0_40:54:0;8.666666666666666;40:54:0;2;ctr10;471842.772;4527598.919
1;442;40.9;8:45:0;8:45:0_40:54:0;8.75;40:54:0;2;ctr10;478861.936;4527575.354
2;442;40.9;8:50:0;8:50:0_40:54:0;8.833333333333334;40:54:0;2;ctr10;485881.095;4527558.478
3;442;40.9;8:55:0;8:55:0_40:54:0;8.916666666666666;40:54:0;2;ctr10;492900.227;4527548.279
4;442;40.9;9:0:0;9:0:0_40:54:0;9.0;40:54:0;2;ctr10;499919.384;4527544.775
0;442;40.95;8:40:0;8:40:0_40:57:0;8.666666666666666;40:57:0;3;ctr10;471864.068;4533149.273
1;442;40.95;8:45:0;8:45:0_40:57:0;8.75;40:57:0;3;ctr10;478877.933;4533125.708
2;442;40.95;8:50:0;8:50:0_40:57:0;8.833333333333334;40:57:0;3;ctr10;485891.801;4533108.833
3;442;40.95;8:55:0;8:55:0_40:57:0;8.916666666666666;40:57:0;3;ctr10;492905.652;4533098.638
4;442;40.95;9:0:0;9:0:0_40:57:0;9.0;40:57:0;3;ctr10;499919.523;4533095.142
0;442;41.0;8:40:0;8:40:0_41:0:0;8.666666666666666;41:0:0;4;ctr10;471885.384;4538699.676
1;442;41.0;8:45:0;8:45:0_41:0:0;8.75;41:0:0;4;ctr10;478893.945;4538676.111
2;442;41.0;8:50:0;8:50:0_41:0:0;8.833333333333334;41:0:0;4;ctr10;485902.514;4538659.236
3;442;41.0;8:55:0;8:55:0_41:0:0;8.916666666666666;41:0:0;4;ctr10;492911.08;4538649.047
4;442;41.0;9:0:0;9:0:0_41:0:0;9.0;41:0:0;4;ctr10;499919.659;4538645.561
0;443;40.8;9:0:0;9:0:0_40:48:0;9.0;40:48:0;0;ctr10;499919.095;4516444.207
1;443;40.8;9:5:0;9:5:0_40:48:0;9.083333333333334;40:48:0;0;ctr10;506948.837;4516447.373
2;443;40.8;9:10:0;9:10:0_40:48:0;9.166666666666666;40:48:0;0;ctr10;513978.593;4516457.235
3;443;40.8;9:15:0;9:15:0_40:48:0;9.25;40:48:0;0;ctr10;521008.333;4516473.823
4;443;40.8;9:20:0;9:20:0_40:48:0;9.333333333333334;40:48:0;0;ctr10;528038.055;4516497.119
0;443;40.85;9:0:0;9:0:0_40:51:0;9.0;40:51:0;1;ctr10;499919.24;4521994.462
1;443;40.85;9:5:0;9:5:0_40:51:0;9.083333333333334;40:51:0;1;ctr10;506943.708;4521997.637
2;443;40.85;9:10:0;9:10:0_40:51:0;9.166666666666666;40:51:0;1;ctr10;513968.187;4522007.511
3;443;40.85;9:15:0;9:15:0_40:51:0;9.25;40:51:0;1;ctr10;520992.649;4522024.102
4;443;40.85;9:20:0;9:20:0_40:51:0;9.333333333333334;40:51:0;1;ctr10;528017.094;4522047.395
0;443;40.9;9:0:0;9:0:0_40:54:0;9.0;40:54:0;2;ctr10;499919.384;4527544.775
1;443;40.9;9:5:0;9:5:0_40:54:0;9.083333333333334;40:54:0;2;ctr10;506938.562;4527547.964
2;443;40.9;9:10:0;9:10:0_40:54:0;9.166666666666666;40:54:0;2;ctr10;513957.743;4527557.867
3;443;40.9;9:15:0;9:15:0_40:54:0;9.25;40:54:0;2;ctr10;520976.928;4527574.464
4;443;40.9;9:20:0;9:20:0_40:54:0;9.333333333333334;40:54:0;2;ctr10;527996.113;4527597.747
0;443;40.95;9:0:0;9:0:0_40:57:0;9.0;40:57:0;3;ctr10;499919.523;4533095.142
1;443;40.95;9:5:0;9:5:0_40:57:0;9.083333333333334;40:57:0;3;ctr10;506933.408;4533098.346
2;443;40.95;9:10:0;9:10:0_40:57:0;9.166666666666666;40:57:0;3;ctr10;513947.283;4533108.28
3;443;40.95;9:15:0;9:15:0_40:57:0;9.25;40:57:0;3;ctr10;520961.189;4533124.888
4;443;40.95;9:20:0;9:20:0_40:57:0;9.333333333333334;40:57:0;3;ctr10;527975.113;4533148.168
